PID,EntryNum,APIImageCaption,User Query,User Location,User Comments,User Trust,User Satisfaction,Coded Acc:Coverage,Coded Acc:Specificity,Coded Acc:Accuracy,Coded User Goal,Coded Lower Location,Coded Higher Location,Coded User Reaction to Result,Photo Properties,Photo Content,Photo Link
P13,9,text,"first of all, description is never vivid. I can get some information one out of 10. this one was one of the somewhat useful descriptions. at least I know there is a text in the story. Otherwise, there is nothing to know. For example, if they have an object or person in the picture I have no idea. I think the app should be. focusing in a specific stile. I understand that the app is not for reading text. However, even the objects, people, or scenery is not clear which I expect to know.","in my home, watching TV.","first of all, description is never vivid. I can get some information one out of 10. this one was one of the somewhat useful descriptions. at least I know there is a text in the story. Otherwise, there is nothing to know. For example, if they have an object or person in the picture I have no idea. I think the app should be. focusing in a specific stile. I understand that the app is not for reading text. However, even the objects, people, or scenery is not clear which I expect to know.",1,1,2,1,2,identifySubject,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Suggestions for improvement']",['Photo is clear'],"['Documents', 'Digital content']",DiaryEntryData/DiaryEntryPhotos/P13_9_01_23_23.jpg
P3,1,a brown cookie on a white surface,Empty responses,Used at home,NA,4,5,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,[],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Food', 'Immobile object', 'Object on furniture']",DiaryEntryData/DiaryEntryPhotos/P3_1_11_04_22.jpg
P3,2,a framed picture on a couch,I wanted to see how much detail it gave about the painting above the couch.,Studio B,NA,4,4,3,3,2,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Photo subject of interest is not occluded', 'High contrast between foreground and main subject', 'Midrange Photo', 'Photo subject fully captured', 'Uneven lighting', 'Taken at an eye level photo subject']","['Decoration', 'Immobile object', 'Hanging object', 'Decorative image']",DiaryEntryData/DiaryEntryPhotos/P3_2_11_04_22.jpg
P3,4,a basket of bananas,I was wondering how the app would describe my dog,Living room,The description sounded similar to facebook alt text,4,5,NA,NA,NA,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Animal', 'Mobile object', 'Object on ground', 'Styled floor']",DiaryEntryData/DiaryEntryPhotos/P3_4_11_07_22.jpg
P3,5,a dog looking up,I was curious to see if it would mention the baske,My kitchen,description was spot on the only way it could’ve been better is if it said give one to Ziggy.,3,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Midrange Photo', 'Photo is well-lit', 'Photo is clear', 'Photo subject of interest is not occluded', 'Uneven lighting', 'Photo subject fully captured', 'Taken at an eye level photo subject']","['Food', 'Furniture', 'Immobile object', 'Object on furniture']",DiaryEntryData/DiaryEntryPhotos/P3_5_11_07_22.jpg
P3,6,a bowl of lemons,I wondered if it was just going to say some lemons a bunch of lemons and if it would mention the bowl.,Kitchen,Worked as expected,4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Food', 'Object on furniture', 'Group of similar items', 'Multiple objects of interest', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_6_11_07_22.jpg
P3,8,map,I wanted to see what it was on the screen if it knew it was a football field or a game.,my living room,NA,1,1,1,1,1,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Midrange Photo', 'Photo is well-lit', 'Photo is clear', 'Photo subject of interest is not occluded', 'Uneven lighting', 'Photo subject partially-captured', 'Taken at an eye level photo subject']","['Electronic device', 'Digital content', 'Sport']",DiaryEntryData/DiaryEntryPhotos/P3_8_11_13_22.jpg
P3,9,a cup of liquid,hoping to tell me it was an omelette cooking in a pan with a spatula on the side.,Kitchen,NA,3,2,2,1,2,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,[],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Food', 'Kitchenware', 'Multiple objects of interest', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_9_11_14_22.jpg
P3,10,a metal object with a red circle on it,I was hoping it would tell me what’s in the kitchen sink,Kitchen,knowing what is in my kitchen sink that I’m about to wash it was really disappointed that it didn’t get any of it. Didn’t get the dishes didn’t get the silverware in the measuring cup or anything like that.,1,1,2,2,2,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Kitchenware', 'Immobile object', 'Home appliance']",DiaryEntryData/DiaryEntryPhotos/P3_10_11_15_22.jpg
P3,11,a whiteboard with a diagram and a spoon on it,I was curious to see how the app would describe my father world war 2 shadow box,living room,I knew it would get the spoon,3,4,3,1,1,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Kitchenware', 'Group of similar items', 'Documents', 'Hanging object', 'Multiple objects of interest', 'Immobile object', 'Framed object', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P3_11_11_15_22.jpg
P3,12,a person standing in a room,Seeing how the app would describe my wife,living room,my wife was happy that the app didn't say she was an old lady,3,3,2,2,2,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Side-lit photo subjects', 'Photo subject of interest is not occluded', 'Taken at an eye level photo subject', 'Photo subject fully captured', 'Photo is clear', 'Midrange Photo']","['Object on furniture', 'Furniture', 'Immobile object', 'Person']",DiaryEntryData/DiaryEntryPhotos/P3_12_11_15_22.jpg
P3,13,a stuffed animal from a wall,looking for something 100% right and I finally got one.,living room,finally got one spot on!,2,2,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from below photo subject', 'Midrange Photo', 'Camera lens has an occlusion']","['Furniture', 'Hanging object', 'Inconvenient to inspect by touch', 'Object out of reach', 'Immobile object', 'Body part']",DiaryEntryData/DiaryEntryPhotos/P3_13_11_16_22.jpg
P3,14,a ceiling fan with a light,I was hoping it would say my dog laying on the floor or something like that he is certainly not a stuffed animal however.,living room,this was mostly a miss,4,5,2,1,1,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Midrange Photo']","['Animal', 'Object on ground', 'Styled floor', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_14_11_16_22.jpg
P3,15,a black mug with a logo on it,I wanted to see if it could read what my mug said,Kitchen,NA,3,3,3,2,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Object on furniture', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_15_11_17_22.jpg
P3,16,a black and silver microphone,after my last entry I just wanted to give it a win and got one here.,Studio B,this may be one of the best descriptions of all the pictures that I’ve taken.,4,5,2,3,3,noSpecificGoal,"['Used at work', 'Used indoors', 'Used in a familiar space', 'Used in a private space']",Used at Participant's Work,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Furniture', 'Object on furniture', 'Electronic device', 'Immobile object', 'Body part']",DiaryEntryData/DiaryEntryPhotos/P3_16_11_17_22.jpg
P3,17,a sink with a faucet,I was very curious to see how he described the metal sculpture. I never expected it to be called faucets.,Studio B,NA,3,1,3,1,1,learnApplication,"['Used at work', 'Used indoors', 'Used in a familiar space', 'Used in a private space']",Used at Participant's Work,['Reaction to result'],"['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Camera lens has an occlusion', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Decoration', 'Symbolic object', 'Immobile object', 'Inconvenient to inspect by touch', 'Artistic Object?']",DiaryEntryData/DiaryEntryPhotos/P3_17_11_17_22.jpg
P3,18,a blue and white striped flag,I was hoping it would see that it was a birthday hat for my dog. It is a plush toy not an actual hat. It’s certainly not a flag.,Kitchen,The plush toy birthday hat is sitting on my dogs bed.,1,1,2,1,2,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'High contrast between foreground and main subject', 'Close-up Photo']",[],DiaryEntryData/DiaryEntryPhotos/P3_18_11_17_22.jpg
P3,19,a vase of flowers on a window sill,I wondered if it was going to get everything in the picture including the window and my white cane which is behind the vase.,living room,NA,4,4,2,2,2,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Uneven lighting', 'Side-lit photo subjects', 'Photo subject of interest is occluded', 'Photo subject partially-captured', 'Photo is clear', 'Taken at an eye level photo subject', 'Midrange Photo']","['Containers', 'Plants', 'Furniture', 'Decoration', 'Mutliple objects of interest', 'Immobile object', 'Object on furniture', 'Openings', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P3_19_11_18_22.jpg
P3,20,a red and white plastic container,I wanted to see how it would describe my mug.,Studio B,The only issue with this description is the vases on a table. Not a windowsill.,3,3,2,3,3,learnApplication,"['Used at work', 'Used indoors', 'Used in a familiar space', 'Used in a private space']",Used at Participant's Work,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Object on furniture', 'Immobile object', 'Furniture', 'Electronic device']",DiaryEntryData/DiaryEntryPhotos/P3_20_11_18_22.jpg
P3,21,a bicycle with a basket and a basket on the floor,I wanted to see what it said about this carousel and it kind of missed the mark.,living room,NA,3,4,2,1,1,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Decoration', 'Furniture', 'Symbolic object', 'Group of similar items', 'Immobile object', 'Object on furniture']",DiaryEntryData/DiaryEntryPhotos/P3_21_11_18_22.jpg
P3,22,a white box with a silver box and a silver box with a silver box and a black object,"I was curious to see how it dealt with the equipment hanging on the wall. As you can see, not very well.",Examination room at Doctor's Office,"although the description was not spot on, this was the first time that I was away from my house that I actually got the app to tell me what was in the picture",3,4,2,1,1,learnApplication,"['Used in an unfamiliar space', 'Used in a public space', 'Used indoors', 'Used at hospital']","Used in Healthcare Sites (hospitals, dentist offices, etc.)","['Reaction to result', 'Learning limits of AI app']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Midrange Photo']","['Furniture', 'Hanging object', 'Mutliple objects of interest', 'Group of similar items', 'Medical object', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_22_11_18_22.jpg
P3,25,website,I wanted to see what it would say about the front desk and reception area. It is certainly not a website.,Front desk of glaucoma specialist office,I was sitting in the reception area of my glaucoma specialist appointment. I just took a picture of the front desk. I guess I should be happy that I was able to actually get an answer and not slow Internet connection.,1,1,1,1,1,learnApplication,"['Used in an unfamiliar space', 'Used in a public space', 'Used indoors', 'Used at hospital']","Used in Healthcare Sites (hospitals, dentist offices, etc.)",['Learning limits of AI app'],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Overall Photo']","['Furniture', 'Plants', 'Styled floor', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_25_11_21_22.jpg
P3,26,a gun mounted on a wall,I wanted to see what it would say about the eye chart and the medical device used to check the eye pressure.,Examination room at Glaucoma specialist Office,i’m pretty sure there are no guns here.,1,1,2,1,1,learnApplication,"['Used in an unfamiliar space', 'Used in a public space', 'Used indoors', 'Used at hospital']","Used in Healthcare Sites (hospitals, dentist offices, etc.)",['Confused by result'],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Medical object', 'Reflective Surface', 'Electronic device', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P3_26_11_21_22.jpg
P11,1,a close up of a dogs eye,The color of my cat.,My study,It did not give a detailed description of the photo.,2,2,3,2,1,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Photo subject is blurry', 'Close-up Photo']","['Animal', 'Mobile object', 'Mobile object']",DiaryEntryData/DiaryEntryPhotos/P11_1_12_16_22.jpg
P11,2,a wall with christmas decorations,"
 the description I got was nothing like what I was told was on the tin. 
Also, this was my fifth attempt at taking the photo. The first time, the
 app said it was a cigarette, and the second time, it said candle",Dining room,"
 the description I got was nothing like what I was told was on the tin. 
Also, this was my fifth attempt at taking the photo. The first time, the
 app said it was a cigarette, and the second time, it said candle",1,1,3,2,3,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Symbolic object', 'Semantic object', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P11_2_12_16_22.jpg
P11,3,logo,What this snack was,My kitchen,I'm not even sure the camera captured the bag I was trying to take a photo of,1,1,2,2,2,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Uncertainty because of result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Side-lit photo subjects', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Food', 'Furniture', 'Object on furniture', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_3_12_18_22.jpg
P11,4,a close up of a pink substance,What color the sweater was,My living room,"While I believe the color was right, I was a bit surprised to hear it say a 
pink substance. A more detailed description would have been helpful. ",3,4,3,2,3,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Suggestions for improvement', 'Mixed reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Photo background is blurry', 'Close-up Photo']","['Immobile object', 'Clothing']",DiaryEntryData/DiaryEntryPhotos/P11_4_12_19_22.jpg
P11,5,a black box with a purple label,What was in the package,My kitchen,"I could feel through the packaging that they were cookies. But the app didn't even identify the package as food, let alone describe them as cookies. What I was really hoping for was more information about the cookies. ",1,1,2,2,2,identifySubject,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo subject is blurry', 'Close-up Photo']","['Containers', 'Food', 'Immobile object', 'Reflective Surface', 'Object on furniture', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_5_12_19_22.jpg
P11,6,a box with a label on it,What the box contained,Dining room,"The only way I was able to get a good description of what was in the box 
was by turning on screen recognition and it said gingerbeer (photo camera app)",3,2,3,3,3,identifySubject,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Negative reaction to result', 'OCR from photo app as an alternative']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_6_12_20_22.jpg
P11,7,a black dog with a red collar,What my dog looks like,My living room,I was pleased the description included the color of my dog's collar,4,5,3,3,3,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Animal', 'Mobile object', 'Mobile object']",DiaryEntryData/DiaryEntryPhotos/P11_7_12_22_22.jpg
P11,8,a pink and white knitted object,A description of the hat I was holding,My bedroom,"There is a flower on the hat, which the app didn't pick up.",4,4,3,2,2,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Clothing', 'Immobile object', 'Object on hand']",DiaryEntryData/DiaryEntryPhotos/P11_8_12_23_22.jpg
P11,9,text,I wanted to know the name of the scent of that bottle of soap.,Dining room,"The description said text, and the only way for me to find out what the text was to use screen recognition on my iPhone. ",3,4,2,1,2,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Negative reaction to result', 'OCR from photo app as an alternative']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Object on hand', 'Immobile object', 'Selfcare Object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_9_12_24_22.jpg
P11,10,a white fluffy dog,I wanted the description of my black dog and cream colored cat sleeping together in my dog's crate.,My bedroom,It mistook my cat for a dog and didn't mention the fact that there were two animals in the crate.,2,2,2,2,2,learnApplication,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Photo is clear', 'Close-up Photo']","['Animal', 'Object on ground', 'Mobile object']",DiaryEntryData/DiaryEntryPhotos/P11_10_12_24_22.jpg
P11,11,a black and white frog in a white bathtub,A description of the coloring on the elephant.,My living room,"The animal was an elephant, not a frog, and it was standing on a table, not a bathtub.",1,1,3,2,1,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Furniture', 'Decoration', 'Symbolic object', 'Object on furniture', 'Immobile object', 'Animal']",DiaryEntryData/DiaryEntryPhotos/P11_11_12_26_22.jpg
P11,12,a brown statue on a white surface,"I believe the ornament to be a turtle, but the app couldn't identify it. 
In fact, this was the fifth time taking the photo. On my third attempt, 
it said a white boot in the toilet. I was disappointed the app couldn't 
identify the animal, let alone provide a description of it. ",My living room,"I believe the ornament to be a turtle, but the app couldn't identify it. 
In fact, this was the fifth time taking the photo. On my third attempt, 
it said a white boot in the toilet. I was disappointed the app couldn't 
identify the animal, let alone provide a description of it. ",1,1,3,3,3,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Furniture', 'Decoration', 'Symbolic object', 'Object on furniture', 'Immobile object', 'Animal']",DiaryEntryData/DiaryEntryPhotos/P11_12_12_26_22.jpg
P11,13,a package of food,"Despite taking several photos, the app could not identify any text on the carton. ",My kitchen,"Despite taking several photos, the app could not identify any text on the carton. ",1,1,3,3,3,identifySubject,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Food', 'Object on furniture', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_13_12_27_22.jpg
P11,14,a black bottle of liquid,What kind of jam was in the jar. ,My kitchen,The app said the jar contained liquid. But it was a jar of jam.,1,1,3,2,2,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Food', 'Object on furniture', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_14_12_27_22.jpg
P11,15,text,What dried fruit was in the box.,My kitchen,I had to use screen recognition to find out what was in the box. ,2,2,2,1,2,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'OCR from photo app as an alternative', 'OCR from photo app as an alternative']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Food', 'Object on furniture', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_15_12_27_22.jpg
P11,16,calendar,What was in the carton,My kitchen,I was very confused as the app said calendar. I have no idea how it got that description.,1,1,1,1,1,identifySubject,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Confused by result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Food', 'Object on furniture', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_16_12_27_22.jpg
P11,17,a cat and a dog,I wanted the scene of my cat and dog sleeping together side by side described.,My living room,It would have been nice to get a description of what my cat and dog looked like including the contrast in their coloring. ,3,4,2,2,3,learnApplication,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Photo is clear', 'Close-up Photo']","['Animal', 'Object on ground', 'Mobile object']",DiaryEntryData/DiaryEntryPhotos/P11_17_12_27_22.jpg
P11,18,a dog with a bloody nose,"My cat was on her back with my dog using her tummy as a pillow. I felt the
 way they were sleeping together was particularly enchanting and wanted 
it captured with a description. But despite multiple attempts, the app 
couldn't describe what was happening. ",My living room,"My cat was on her back with my dog using her tummy as a pillow. I felt the
 way they were sleeping together was particularly enchanting and wanted 
it captured with a description. But despite multiple attempts, the app 
couldn't describe what was happening. ",1,2,2,1,1,learnApplication,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,['Negative reaction to result'],"['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Photo subject not captured', 'Photo is clear', 'Close-up Photo']","['Animal', 'Immobile object', 'Furniture']",DiaryEntryData/DiaryEntryPhotos/P11_18_12_27_22.jpg
P11,19,text,What the box contained.,My kitchen,"I had to use screen recognition to read the text, as the app only said 
text and nothing more. I wish the app could read the text out loud as 
not all smart phones has screen recognition. ",3,4,2,1,2,identifySubject,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'OCR from photo app as an alternative', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Close-up Photo']","['Containers', 'Food', 'Object on furniture', 'Immobile object', 'Packaged item']",DiaryEntryData/DiaryEntryPhotos/P11_19_12_28_22.jpg
P11,20,a close up of a person's pants,I was looking for more detail like color and pattern if there was any. ,My living room,The app was correct in that they were pants. But I was looking for more detail like color and pattern if there was any.,3,2,3,3,3,identifyFeatures,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Photo subject not captured', 'Photo is clear', 'Close-up Photo']","['Clothing', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P11_20_12_28_22.jpg
